강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,202203,14,"13,400",7,1993,남부로125번길 37,,중개거래,강원 강릉시
강원도 강릉시 내곡동,127,127,0,남산삼익,84.48,202203,28,"19,500",9,1993,남부로125번길 37,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,202203,14,"32,000",15,1998,범일로 645,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,202203,14,"26,400",1,1998,범일로 645,,중개거래,강원 강릉시
강원도 강릉시 내곡동,Apr-75,75,4,내곡시영,39.3,202203,11,"6,100",5,1990,남산초교길 22,,중개거래,강원 강릉시
강원도 강릉시 내곡동,Apr-75,75,4,내곡시영,39.3,202203,24,"6,300",3,1990,남산초교길 22,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202203,2,"16,750",13,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202203,19,"11,500",5,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,835,835,0,노암2주공,42.74,202203,19,"8,950",1,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202203,26,"10,600",2,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202203,19,"19,500",10,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202203,30,"20,400",13,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,59.84,202203,7,"18,000",4,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,105.858,202203,18,"22,500",7,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202203,31,"14,600",9,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,627-2,627,2,대림임대,48.32,202203,11,"7,700",4,1989,임영로25번길 13,,중개거래,강원 강릉시
강원도 강릉시 노암동,627-2,627,2,대림임대,48.32,202203,11,"7,700",4,1989,임영로25번길 13,20220421,중개거래,강원 강릉시
강원도 강릉시 노암동,661,661,0,범아,52.7,202203,5,"5,000",4,1980,임영로25번길 3-6,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202203,14,"24,750",4,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202203,19,"20,000",5,1998,강변로 270,,직거래,-
강원도 강릉시 노암동,844,844,0,양우내안애,114.6085,202203,3,"45,500",10,2009,강변로 328-8,,중개거래,강원 강릉시
강원도 강릉시 노암동,679-1,679,1,영진3,49.92,202203,24,"8,000",8,1996,임영로26번길 10,,중개거래,강원 강릉시
강원도 강릉시 노암동,366,366,0,영진노암2차,39.265,202203,20,"5,500",2,1994,남부로163번길 20,,중개거래,강원 강릉시
강원도 강릉시 노암동,245-5,245,5,현대,84.945,202203,8,"17,750",3,1992,율곡로 2733,,중개거래,강원 강릉시
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,75.9722,202203,5,"43,500",3,2020,경강로 2498,,중개거래,강원 강릉시
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,75.9722,202203,11,"47,000",16,2020,경강로 2498,,중개거래,강원 강릉시
강원도 강릉시 송정동,1063,1063,0,강릉송정한신더휴,84.961,202203,17,"52,000",6,2019,경강로 2448,,중개거래,강원 강릉시
강원도 강릉시 송정동,940-3,940,3,고려2,84.97,202203,10,"11,500",9,1991,남강초교2길 43,,직거래,-
강원도 강릉시 송정동,940-23,940,23,대림맨션,84.99,202203,19,"23,000",11,1991,남강초교2길 44,,중개거래,강원 강릉시
강원도 강릉시 송정동,110-5,110,5,비치소라,54.03,202203,7,"9,800",1,1987,팔송길 26,,중개거래,강원 강릉시
강원도 강릉시 송정동,110-5,110,5,비치소라,54.03,202203,26,"10,000",2,1987,팔송길 26,,중개거래,강원 강릉시
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,202203,22,"23,950",10,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,202203,27,"25,000",2,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,75.98,202203,3,"52,000",11,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202203,5,"60,000",9,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,336-1,336,1,근화,59.36,202203,23,"8,500",3,1997,영진2길 12-3,,직거래,-
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202203,3,"5,900",1,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202203,17,"5,600",5,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202203,25,"8,000",11,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202203,7,"18,500",4,2005,영진3길 38,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202203,8,"16,500",1,2005,영진3길 38,,중개거래,강원 양양군
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202203,12,"18,500",7,2005,영진3길 38,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,202203,25,"18,000",3,2005,영진3길 38,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,84.8923,202203,10,"15,000",4,2005,영진3길 43,,직거래,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202203,12,"14,700",13,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,20.7527,202203,25,"11,000",16,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,36.5333,202203,25,"17,400",16,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,28.1602,202203,31,"12,300",3,2019,홍질목길 12,,직거래,-
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202203,12,"64,500",21,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202203,31,"50,500",23,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 입암동,501,501,0,강동3,47.37,202203,6,"6,800",4,1993,강변로410번길 35,,중개거래,강원 강릉시
강원도 강릉시 입암동,501,501,0,강동3,47.37,202203,22,"8,250",6,1993,강변로410번길 35,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202203,23,"38,000",6,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,202203,12,"47,400",5,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,550-20,550,20,삼동광업소사원,43.47,202203,12,"6,000",2,1988,월대산로 21,,중개거래,강원 강릉시
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202203,2,"15,300",12,2000,강변로440번길 30,,중개거래,강원 강릉시
강원도 강릉시 입암동,560,560,0,우진,82.58,202203,25,"13,000",4,1991,월대산로 13-6,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202203,12,"34,000",1,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202203,14,"45,500",12,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202203,19,"35,500",3,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202203,30,"36,700",14,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202203,19,"13,000",3,1986,강변로 364,,중개거래,강원 강릉시
강원도 강릉시 입암동,641,641,0,입암1주공,46.74,202203,20,"13,500",5,1986,강변로 364,,중개거래,강원 강릉시
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202203,26,"12,500",3,1986,강변로 364,,중개거래,강원 강릉시
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202203,28,"7,500",1,1986,강변로 364,,직거래,-
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202203,3,"11,800",5,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202203,11,"11,500",5,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,46.68,202203,12,"13,700",4,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202203,7,"17,000",12,1996,성덕포남로 89,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202203,14,"16,000",7,1996,성덕포남로 89,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202203,3,"9,500",7,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202203,10,"13,300",2,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202203,10,"13,400",14,1996,성덕포남로 89-17,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,2,"13,800",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,3,"13,800",2,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,11,"14,300",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202203,14,"17,300",2,1998,성덕포남로 39,20220402,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202203,16,"17,000",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202203,17,"17,000",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,21,"13,800",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,23,"13,700",8,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,24,"13,800",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202203,28,"17,800",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,29,"13,800",12,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202203,30,"17,500",1,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202203,30,"14,000",12,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,59.986,202203,2,"28,000",9,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202203,8,"35,300",3,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202203,14,"36,000",4,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202203,5,"28,000",5,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202203,17,"28,600",8,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202203,21,"20,000",10,1998,용지로 19,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,2,"5,650",10,1998,강변로410번길 31-5,,직거래,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,5,"5,500",5,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,7,"6,000",8,1998,강변로410번길 31-5,,직거래,-
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,16,"5,400",13,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,16,"5,300",8,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202203,17,"5,900",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,17,"5,300",5,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,19,"5,300",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202203,23,"6,500",8,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202203,26,"6,800",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202203,30,"6,000",10,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 저동,04-04,4,4,경포현대,84.915,202203,12,"35,400",3,1996,경포로463번안길 14,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202203,23,"13,000",11,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,63.18,202203,12,"10,000",6,1991,웃사다리4길 20,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,84.93,202203,15,"20,000",9,1991,웃사다리4길 20,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,84.93,202203,25,"17,500",14,1991,웃사다리4길 20,,직거래,-
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202203,30,"19,000",1,2015,매맥이윗길 15,,직거래,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,5,"8,400",10,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,8,"8,300",8,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,10,"8,000",1,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,14,"6,200",2,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,14,"6,900",4,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,14,"8,000",2,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,14,"6,500",5,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,14,"8,000",3,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,14,"8,800",5,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,22,"6,400",6,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,23,"6,400",6,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,25,"6,700",10,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202203,28,"6,500",4,1999,보리골길 26,,직거래,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,29,"7,700",12,1999,보리골길 26,,직거래,-
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202203,31,"7,800",1,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202203,2,"6,000",5,1991,매맥이윗길 12-4,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,48.13,202203,5,"4,300",6,1991,매맥이윗길 12-4,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202203,14,"5,800",2,1991,매맥이윗길 12-4,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202203,18,"7,000",4,1991,매맥이윗길 12-4,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,39.38,202203,17,"8,500",3,1982,신리천로 72,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202203,9,"12,500",3,1991,소돌안길 32-6,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202203,5,"11,250",10,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,21.305,202203,9,"9,500",7,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,45.6995,202203,14,"14,000",3,2017,오리나루2길 25,,중개거래,강원 양양군
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202203,25,"9,300",4,2017,오리나루2길 25,,직거래,-
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,45.6995,202203,26,"14,500",5,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202203,26,"10,900",10,2017,오리나루2길 25,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202203,28,"11,000",11,2017,오리나루2길 25,,중개거래,"강원 강릉시, 강원 원주시"
강원도 강릉시 주문진읍 주문리,311-1,311,1,현대프라자,52.38,202203,7,"8,300",8,1995,주문로 144,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202203,13,"11,000",5,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202203,14,"11,000",5,1998,죽헌길85번길 25,20220323,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202203,22,"5,200",9,1998,죽헌길85번길 25,,직거래,-
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202203,23,"12,500",7,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,202203,29,"10,000",10,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 초당동,149-1,149,1,동부,59.84,202203,17,"20,500",4,1997,연당길 75,20220317,중개거래,강원 강릉시
강원도 강릉시 초당동,149-1,149,1,동부,59.84,202203,17,"20,500",4,1997,연당길 75,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202203,18,"18,000",1,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,181,181,0,유화2,78.167,202203,12,"15,300",3,1994,연당길 94-6,,중개거래,강원 강릉시
강원도 강릉시 초당동,181,181,0,유화2,78.167,202203,16,"19,500",8,1994,연당길 94-6,,중개거래,강원 강릉시
강원도 강릉시 초당동,181,181,0,유화2,44.7,202203,31,"10,500",6,1994,연당길 94-6,,중개거래,강원 강릉시
강원도 강릉시 초당동,155,155,0,유화3,45.68,202203,7,"13,000",8,1996,연당길 82,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-18,135,18,이화해변(A동),29.82,202203,19,"7,000",2,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202203,23,"6,800",5,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202203,18,"13,900",6,1993,연당길 94-3,20220418,중개거래,강원 강릉시
강원도 강릉시 초당동,128,128,0,현대,84.58,202203,18,"29,500",8,1995,초당원길 26-2,,중개거래,강원 강릉시
강원도 강릉시 초당동,128,128,0,현대,59.875,202203,28,"20,000",2,1995,초당원길 26-2,20220411,중개거래,강원 강릉시
강원도 강릉시 초당동,128,128,0,현대,59.875,202203,28,"20,000",2,1995,초당원길 26-2,,중개거래,강원 강릉시
강원도 강릉시 포남동,1278-182,1278,182,강릉2,55.857,202203,8,"10,400",2,1987,성덕포남로146번길 26,,중개거래,강원 강릉시
