□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 이천시 창전동,440-4,440,4,대원4,57.96,201903,5,"11,300",1,1991,이섭대천로1291번길 2,,-,-
경기도 이천시 창전동,Jan-44,44,1,산호2,84.945,201903,14,"17,000",7,1991,향교로107번길 12,,-,-
경기도 이천시 창전동,412,412,0,중앙,51.66,201903,8,"7,500",3,1989,설봉로 118,,-,-
경기도 이천시 창전동,Jan-49,49,1,현대1,53.9,201903,5,"8,500",3,1985,애련정로136번길 33-9,,-,-
경기도 이천시 창전동,495-2,495,2,현대전자조합주택(203동),84.945,201903,27,"20,900",5,1992,향교로 144-11,,-,-
경기도 이천시 호법면 유산리,894,894,0,이천내안애,59.97,201903,4,"13,500",12,2010,중부대로 909-28,,-,-
경기도 파주시 검산동,130-8,130,8,성원,59.96,201903,19,"13,600",8,2000,평화로 310,,-,-
경기도 파주시 검산동,130-8,130,8,성원,84.75,201903,20,"14,900",6,2000,평화로 310,,-,-
경기도 파주시 검산동,130-8,130,8,성원,84.75,201903,21,"14,800",12,2000,평화로 310,,-,-
경기도 파주시 검산동,310,310,0,유승,84.792,201903,1,"16,000",8,2001,평화로348번길 50,,-,-
경기도 파주시 검산동,310,310,0,유승,59.782,201903,30,"14,000",10,2001,평화로348번길 50,,-,-
경기도 파주시 광탄면 신산리,683,683,0,동신라메르,83.77,201903,7,"16,800",3,2005,큰여울길 20-21,,-,-
경기도 파주시 광탄면 신산리,683,683,0,동신라메르,64.4591,201903,11,"15,900",10,2005,큰여울길 20-21,,-,-
경기도 파주시 금릉동,196-2,196,2,동양부로미(196-2),59.19,201903,16,"17,000",6,2006,금릉이길 31,,-,-
경기도 파주시 금릉동,196-2,196,2,동양부로미(196-2),84.79,201903,18,"18,000",4,2006,금릉이길 31,,-,-
경기도 파주시 금촌동,228-1,228,1,건일장미(228-1),84.87,201903,5,"17,000",1,1998,황골로 18,,-,-
경기도 파주시 금촌동,424-9,424,9,경신(424-9),59.85,201903,26,"13,000",8,1999,정담길 123,,-,-
경기도 파주시 금촌동,1014-2,1014,2,그린,19.59,201903,26,"8,000",9,2012,정담길 185,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.8,201903,2,"25,900",14,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.03,201903,4,"25,900",16,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.47,201903,4,"23,000",18,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),75.99,201903,5,"24,800",12,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.47,201903,14,"24,600",19,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.8,201903,16,"25,400",16,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.82,201903,16,"22,000",12,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.8,201903,21,"23,100",5,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.8,201903,21,"24,200",16,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.03,201903,30,"25,700",17,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,1019,1019,0,금촌주공7단지(1019-0),84.8,201903,30,"22,700",1,2005,쇠재로 30,,-,-
경기도 파주시 금촌동,781-2,781,2,동현(781-2),72.99,201903,4,"14,300",10,1990,중앙로 226,,-,-
경기도 파주시 금촌동,781-2,781,2,동현(781-2),53.51,201903,11,"11,800",12,1990,중앙로 226,,-,-
경기도 파주시 금촌동,234-8,234,8,두보1(234-8),59.805,201903,26,"14,500",6,1994,한마음2길 5,,-,-
경기도 파주시 금촌동,792-3,792,3,보광그랑베르,17.8919,201903,25,"7,400",9,2013,중앙로 215,,-,-
경기도 파주시 금촌동,792-3,792,3,보광그랑베르,17.8919,201903,25,"7,000",9,2013,중앙로 215,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),59.99,201903,2,"19,300",19,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,2,"21,000",1,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),59.99,201903,3,"19,000",17,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,12,"21,000",9,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,12,"22,600",13,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),59.99,201903,20,"18,250",5,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),59.99,201903,21,"18,700",8,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,23,"21,950",18,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,25,"21,900",19,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),84.98,201903,25,"21,100",5,2004,번영로 55,,-,-
경기도 파주시 금촌동,972,972,0,새꽃마을뜨란채(972-0),59.99,201903,30,"19,000",8,2004,번영로 55,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,7,"19,800",6,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,8,"18,200",17,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,12,"18,300",9,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,16,"18,700",5,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.92,201903,18,"17,800",12,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,18,"18,300",9,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.72,201903,21,"19,000",12,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,1003,1003,0,쇠재마을뜨란채주공5단지,59.06,201903,28,"18,400",5,2004,쇠재로 133,,-,-
경기도 파주시 금촌동,233-6,233,6,장미3(233-6),59.96,201903,11,"14,000",17,1997,황골로 22,,-,-
경기도 파주시 금촌동,255-5,255,5,장미8(255-5),59.591,201903,20,"14,000",2,2002,한마음2길 33,,-,-
경기도 파주시 금촌동,228-4,228,4,장미아파트601동,59.91,201903,30,"15,450",13,2000,황골로 6,,-,-
경기도 파주시 금촌동,922,922,0,주공(922-0),59.98,201903,4,"14,500",5,1997,한마음1길 25,,-,-
경기도 파주시 금촌동,922,922,0,주공(922-0),59.98,201903,21,"14,500",9,1997,한마음1길 25,,-,-
경기도 파주시 금촌동,922,922,0,주공(922-0),59.98,201903,25,"14,500",11,1997,한마음1길 25,,-,-
경기도 파주시 금촌동,922,922,0,주공(922-0),59.98,201903,25,"14,900",10,1997,한마음1길 25,,-,-
경기도 파주시 금촌동,922,922,0,주공(922-0),59.98,201903,26,"14,250",3,1997,한마음1길 25,,-,-
경기도 파주시 금촌동,1008,1008,0,풍림아이원(1008-0),97.1878,201903,11,"30,700",14,2005,후곡로 77,,-,-
경기도 파주시 금촌동,1014,1014,0,한일유앤아이1차(1014-0),74.8794,201903,13,"17,500",2,2006,금신초교길 72,,-,-
경기도 파주시 금촌동,992,992,0,후곡마을뜨란채주공4단지,84.88,201903,1,"25,200",11,2004,후곡로 50,,-,-
경기도 파주시 금촌동,992,992,0,후곡마을뜨란채주공4단지,84.87,201903,2,"23,800",1,2004,후곡로 50,,-,-
경기도 파주시 금촌동,992,992,0,후곡마을뜨란채주공4단지,75.79,201903,15,"22,600",8,2004,후곡로 50,,-,-
경기도 파주시 금촌동,992,992,0,후곡마을뜨란채주공4단지,84.87,201903,21,"24,000",11,2004,후곡로 50,,-,-
경기도 파주시 금촌동,992,992,0,후곡마을뜨란채주공4단지,75.79,201903,30,"23,000",10,2004,후곡로 50,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,7,"19,600",6,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,8,"18,400",2,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,8,"20,900",8,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,18,"18,700",2,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,20,"21,000",11,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,22,"20,000",7,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,25,"19,700",12,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,1022,1022,0,후곡마을주공6단지,59.56,201903,30,"20,000",13,2004,새꽃로 10,,-,-
경기도 파주시 금촌동,997,997,0,후곡마을중앙하이츠(997-0),101.9771,201903,6,"27,400",2,2005,후곡로 80,,-,-
경기도 파주시 금촌동,997,997,0,후곡마을중앙하이츠(997-0),101.9771,201903,16,"29,700",17,2005,후곡로 80,,-,-
경기도 파주시 다율동,982,982,0,청석마을8단지동문굿모닝힐,84.881,201903,19,"22,000",11,2005,청석로 350,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,129.97,201903,5,"28,000",8,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,129.159,201903,15,"27,000",6,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,129.159,201903,18,"30,000",10,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,110.122,201903,18,"26,700",5,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,110.122,201903,19,"26,000",3,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,129.97,201903,22,"29,000",14,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,110.122,201903,25,"27,000",7,2006,청석로 300,,-,-
경기도 파주시 다율동,986,986,0,청석마을9단지대원효성,129.97,201903,27,"33,000",7,2006,청석로 300,,-,-
경기도 파주시 동패동,1687,1687,0,숲속길마을6단지동문굿모닝힐,123.12,201903,5,"29,800",6,2005,책향기로 371,,-,-
경기도 파주시 동패동,1690,1690,0,숲속길마을7단지월드메르디앙센트럴파크,84.99,201903,21,"27,100",6,2006,책향기로 403,,-,-
경기도 파주시 동패동,1698,1698,0,책향기마을10단지동문굿모닝힐(1698),84.881,201903,11,"26,800",1,2005,책향기로 441,,-,-
경기도 파주시 동패동,1698,1698,0,책향기마을10단지동문굿모닝힐(1698),84.881,201903,16,"27,800",6,2005,책향기로 441,,-,-
경기도 파주시 동패동,1703,1703,0,책향기마을11단지신동아파밀리에,107.74,201903,2,"28,850",3,2005,책향기로 420,,-,-
경기도 파주시 동패동,1703,1703,0,책향기마을11단지신동아파밀리에,134.57,201903,14,"40,500",15,2005,책향기로 420,,-,-
경기도 파주시 동패동,1703,1703,0,책향기마을11단지신동아파밀리에,134.57,201903,21,"34,000",8,2005,책향기로 420,,-,-
경기도 파주시 동패동,1702,1702,0,책향기마을12단지진흥효자,84.95,201903,9,"27,900",7,2005,책향기로 448,,-,-
경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),101.9776,201903,12,"33,200",15,2006,책향기로 209,,-,-
경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),101.9776,201903,13,"33,000",9,2006,책향기로 209,,-,-
경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),101.9776,201903,28,"34,000",6,2006,책향기로 209,,-,-
경기도 파주시 동패동,1711,1711,0,책향기마을14단지우남퍼스트빌(1711),101.9776,201903,30,"35,000",9,2006,책향기로 209,,-,-
경기도 파주시 동패동,1708,1708,0,책향기마을15단지상록데시앙,84.99,201903,4,"30,000",7,2007,책향기로 183,,-,-
경기도 파주시 동패동,1708,1708,0,책향기마을15단지상록데시앙,84.99,201903,18,"32,500",14,2007,책향기로 183,,-,-
경기도 파주시 동패동,1772,1772,0,한울마을7단지삼부르네상스아파트,84.2235,201903,1,"34,000",15,2010,미래로 345,,-,-
경기도 파주시 동패동,1772,1772,0,한울마을7단지삼부르네상스아파트,84.2235,201903,22,"41,000",18,2010,미래로 345,,-,-
경기도 파주시 동패동,1772,1772,0,한울마을7단지삼부르네상스아파트,120.8484,201903,22,"38,500",3,2010,미래로 345,,-,-
경기도 파주시 목동동,101,101,0,산내마을11단지현대아이파크,84.9843,201903,22,"25,950",9,2002,와석순환로 307,,-,-
경기도 파주시 목동동,101,101,0,산내마을11단지현대아이파크,84.9843,201903,26,"27,800",14,2002,와석순환로 307,,-,-
경기도 파주시 목동동,922,922,0,산내마을6단지한라비발디,84.99,201903,1,"36,000",6,2013,청암로 27,,-,-
경기도 파주시 목동동,922,922,0,산내마을6단지한라비발디,84.99,201903,14,"36,500",10,2013,청암로 27,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),84.715,201903,4,"24,000",15,2001,청암로 28,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),147.995,201903,7,"33,000",12,2001,청암로 28,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),117.396,201903,11,"28,300",10,2001,청암로 28,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),84.715,201903,11,"25,800",13,2001,청암로 28,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),117.396,201903,28,"29,000",6,2001,청암로 28,,-,-
경기도 파주시 목동동,114-37,114,37,산내마을8단지(114-37),84.715,201903,30,"25,100",1,2001,청암로 28,,-,-
경기도 파주시 목동동,1149,1149,0,산내마을9단지힐스테이트운정,59.9838,201903,29,"37,400",17,2018,교하로 100,,-,-
경기도 파주시 목동동,647,647,0,해솔마을1단지두산위브(647),84.949,201903,15,"31,000",17,2010,해솔로 85,,-,-
경기도 파주시 목동동,647,647,0,해솔마을1단지두산위브(647),104.813,201903,16,"33,000",13,2010,해솔로 85,,-,-
경기도 파주시 목동동,647,647,0,해솔마을1단지두산위브(647),59.204,201903,20,"26,850",21,2010,해솔로 85,,-,-
경기도 파주시 목동동,647,647,0,해솔마을1단지두산위브(647),124.667,201903,27,"38,000",14,2010,해솔로 85,,-,-
경기도 파주시 목동동,647,647,0,해솔마을1단지두산위브(647),84.949,201903,28,"31,000",6,2010,해솔로 85,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),84.94,201903,2,"23,500",5,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),84.94,201903,4,"23,000",16,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),185.77,201903,5,"36,000",10,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),59.99,201903,9,"20,100",13,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),84.94,201903,23,"23,000",3,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-117,2,117,해솔마을2단지월드메르디앙(2-117),84.94,201903,27,"24,400",16,2001,와석순환로 347,,-,-
경기도 파주시 목동동,2-110,2,110,해솔마을3단지운정현대,84.993,201903,2,"25,300",15,2001,미래로 537,,-,-
경기도 파주시 목동동,2-110,2,110,해솔마을3단지운정현대,84.993,201903,8,"23,000",17,2001,미래로 537,,-,-
경기도 파주시 목동동,2-110,2,110,해솔마을3단지운정현대,84.993,201903,22,"19,000",1,2001,미래로 537,,-,-
경기도 파주시 목동동,667,667,0,해솔마을4단지벽산우남연리지(667),84.9245,201903,7,"30,800",3,2010,해솔로 20,,-,-
경기도 파주시 목동동,667,667,0,해솔마을4단지벽산우남연리지(667),84.8784,201903,30,"29,500",2,2010,해솔로 20,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),84.2235,201903,7,"33,200",7,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),84.2235,201903,8,"33,200",5,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),120.2854,201903,16,"39,900",17,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),120.8484,201903,28,"41,000",15,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),84.2235,201903,29,"33,000",6,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),120.8484,201903,29,"36,000",1,2010,가온로 67,,-,-
경기도 파주시 목동동,679,679,0,해솔마을5단지삼부르네상스(679),120.8484,201903,30,"41,000",26,2010,가온로 67,,-,-
경기도 파주시 문발동,560,560,0,숲속길마을동문굿모닝힐(560),84.881,201903,13,"25,000",6,2005,책향기로 337,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,63.887,201903,4,"20,000",14,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.653,201903,4,"26,450",14,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.653,201903,7,"23,000",1,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.86,201903,12,"24,500",15,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.86,201903,19,"22,000",5,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.86,201903,22,"24,000",8,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.86,201903,27,"25,000",16,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,947,947,0,파주한양수자인리버팰리스아파트,84.86,201903,30,"24,900",13,2015,당동1로 52,,-,-
경기도 파주시 문산읍 당동리,935,935,0,파주힐스테이트1차,122.07,201903,10,"35,000",9,2009,방촌로 1744,,-,-
경기도 파주시 문산읍 당동리,935,935,0,파주힐스테이트1차,122.07,201903,15,"31,500",7,2009,방촌로 1744,,-,-
경기도 파주시 문산읍 당동리,935,935,0,파주힐스테이트1차,84.98,201903,16,"28,950",10,2009,방촌로 1744,,-,-
경기도 파주시 문산읍 당동리,935,935,0,파주힐스테이트1차,84.95,201903,21,"30,000",8,2009,방촌로 1744,,-,-
경기도 파주시 문산읍 당동리,935,935,0,파주힐스테이트1차,84.98,201903,30,"29,750",6,2009,방촌로 1744,,-,-
경기도 파주시 문산읍 당동리,940,940,0,파주힐스테이트2차,149.6304,201903,12,"35,000",6,2010,당동1로 67,,-,-
