,코드,시도,시군구,읍면동,하위,위도,경도,코드종류
7063,4165036025,경기도,포천시,영중면,영평리,38.016652,127.213029,B
7064,4165036026,경기도,포천시,영중면,영송리,38.010097,127.22017,B
7065,4165037021,경기도,포천시,일동면,길명리,37.936416,127.279646,B
7066,4165037022,경기도,포천시,일동면,유동리,37.929059,127.307353,B
7067,4165037023,경기도,포천시,일동면,기산리,37.953286,127.316567,B
7068,4165037024,경기도,포천시,일동면,화대리,37.967659,127.335399,B
7069,4165037025,경기도,포천시,일동면,사직리,37.991666,127.342978,B
7070,4165037026,경기도,포천시,일동면,수입리,37.985628,127.315792,B
7071,4165038021,경기도,포천시,이동면,장암리,38.035529,127.368176,B
7072,4165038022,경기도,포천시,이동면,도평리,38.069174,127.390645,B
7073,4165038023,경기도,포천시,이동면,연곡리,38.011281,127.370487,B
7074,4165038024,경기도,포천시,이동면,노곡리,38.011912,127.33859,B
7075,4165039021,경기도,포천시,영북면,운천리,38.089184,127.272418,B
7076,4165039022,경기도,포천시,영북면,자일리,38.109007,127.283869,B
7077,4165039023,경기도,포천시,영북면,산정리,38.064469,127.31988,B
7078,4165039024,경기도,포천시,영북면,야미리,38.050481,127.269072,B
7079,4165039025,경기도,포천시,영북면,문암리,38.074474,127.271079,B
7080,4165039026,경기도,포천시,영북면,대회산리,38.071913,127.226525,B
7081,4165039027,경기도,포천시,영북면,소회산리,38.083653,127.244298,B
7082,4165040021,경기도,포천시,관인면,중리,38.093021,127.207576,B
7083,4165040022,경기도,포천시,관인면,삼율리,38.121725,127.211837,B
7084,4165040023,경기도,포천시,관인면,초과리,38.151043,127.243669,B
7085,4165040024,경기도,포천시,관인면,탄동리,38.158215,127.253568,B
7086,4165040025,경기도,포천시,관인면,냉정리,38.159003,127.273102,B
7087,4165040026,경기도,포천시,관인면,사정리,38.121416,127.252361,B
7088,4165041021,경기도,포천시,화현면,화현리,37.90365,127.303011,B
7089,4165041022,경기도,포천시,화현면,명덕리,37.88627,127.277137,B
7090,4165041023,경기도,포천시,화현면,지현리,37.921878,127.266165,B
7091,4167010100,경기도,여주시,상동,,37.294027,127.64319,B
7092,4167010200,경기도,여주시,홍문동,,37.292229,127.63714,B
7093,4167010300,경기도,여주시,창동,,37.294419,127.63369,B
7094,4167010400,경기도,여주시,우만동,,37.254209,127.676977,B
7095,4167010500,경기도,여주시,단현동,,37.26867,127.675528,B
7096,4167010600,경기도,여주시,신진동,,37.274567,127.674521,B
7097,4167010700,경기도,여주시,하동,,37.298667,127.62967,B
7098,4167010800,경기도,여주시,교동,,37.280197,127.632616,B
7099,4167010900,경기도,여주시,월송동,,37.286265,127.616457,B
7100,4167011000,경기도,여주시,가업동,,37.27521,127.617961,B
7101,4167011100,경기도,여주시,연라동,,37.262837,127.607781,B
7102,4167011200,경기도,여주시,상거동,,37.24693,127.626684,B
7103,4167011300,경기도,여주시,하거동,,37.231509,127.637072,B
7104,4167011400,경기도,여주시,삼교동,,37.234575,127.658593,B
7105,4167011500,경기도,여주시,점봉동,,37.259661,127.642561,B
7106,4167011600,경기도,여주시,능현동,,37.262307,127.656206,B
7107,4167011700,경기도,여주시,멱곡동,,37.251451,127.667392,B
7108,4167011800,경기도,여주시,연양동,,37.287061,127.66655,B
7109,4167011900,경기도,여주시,매룡동,,37.282129,127.659245,B
7110,4167012000,경기도,여주시,천송동,,37.304711,127.65936,B
7111,4167012100,경기도,여주시,오학동,,37.310921,127.646716,B
7112,4167012200,경기도,여주시,현암동,,37.315,127.636757,B
7113,4167012300,경기도,여주시,오금동,,37.335093,127.649783,B
7114,4167025021,경기도,여주시,가남읍,태평리,37.204976,127.543857,B
7115,4167025022,경기도,여주시,가남읍,상활리,37.238235,127.530702,B
7116,4167025023,경기도,여주시,가남읍,신해리,37.22145,127.539614,B
7117,4167025024,경기도,여주시,가남읍,대신리,37.187953,127.532825,B
7118,4167025025,경기도,여주시,가남읍,은봉리,37.180917,127.558066,B
7119,4167025026,경기도,여주시,가남읍,건장리,37.191789,127.549508,B
7120,4167025027,경기도,여주시,가남읍,심석리,37.200935,127.558734,B
7121,4167025028,경기도,여주시,가남읍,삼군리,37.222382,127.559585,B
7122,4167025029,경기도,여주시,가남읍,오산리,37.237328,127.559329,B
7123,4167025030,경기도,여주시,가남읍,정단리,37.247359,127.555126,B
7124,4167025031,경기도,여주시,가남읍,화평리,37.247251,127.564961,B
7125,4167025032,경기도,여주시,가남읍,본두리,37.23679,127.580498,B
7126,4167025033,경기도,여주시,가남읍,하귀리,37.222769,127.574677,B
7127,4167025034,경기도,여주시,가남읍,안금리,37.22511,127.60186,B
7128,4167025035,경기도,여주시,가남읍,양귀리,37.207511,127.585666,B
7129,4167025036,경기도,여주시,가남읍,연대리,37.187496,127.606824,B
7130,4167025037,경기도,여주시,가남읍,금당리,37.20181,127.616061,B
7131,4167025038,경기도,여주시,가남읍,금곡리,37.202766,127.635075,B
7132,4167025039,경기도,여주시,가남읍,송림리,37.183977,127.636443,B
7133,4167025040,경기도,여주시,가남읍,삼승리,37.173844,127.629667,B
7134,4167031021,경기도,여주시,점동면,청안리,37.205789,127.658871,B
7135,4167031022,경기도,여주시,점동면,부구리,37.195383,127.669155,B
7136,4167031023,경기도,여주시,점동면,덕평리,37.177495,127.654359,B
7137,4167031024,경기도,여주시,점동면,원부리,37.160847,127.636002,B
7138,4167031025,경기도,여주시,점동면,관한리,37.149671,127.659812,B
7139,4167031026,경기도,여주시,점동면,뇌곡리,37.159917,127.662749,B
7140,4167031027,경기도,여주시,점동면,성신리,37.169587,127.672957,B
7141,4167031028,경기도,여주시,점동면,당진리,37.181014,127.684459,B
7142,4167031029,경기도,여주시,점동면,현수리,37.18929,127.689071,B
7143,4167031030,경기도,여주시,점동면,사곡리,37.203059,127.684451,B
7144,4167031031,경기도,여주시,점동면,장안리,37.207067,127.711629,B
7145,4167031032,경기도,여주시,점동면,삼합리,37.208519,127.730887,B
7146,4167031033,경기도,여주시,점동면,도리,37.222988,127.703127,B
7147,4167031034,경기도,여주시,점동면,흔암리,37.237871,127.67978600000001,B
7148,4167031035,경기도,여주시,점동면,처리,37.222576,127.672084,B
7149,4167032021,경기도,여주시,흥천면,복대리,37.360467,127.53108,B
7150,4167032022,경기도,여주시,흥천면,계신리,37.37661,127.531695,B
7151,4167032023,경기도,여주시,흥천면,문장리,37.364832,127.513698,B
7152,4167032024,경기도,여주시,흥천면,내사리,37.362023,127.492633,B
7153,4167032025,경기도,여주시,흥천면,외사리,37.348357,127.493852,B
7154,4167032026,경기도,여주시,흥천면,상대리,37.346002,127.510023,B
7155,4167032027,경기도,여주시,흥천면,다대리,37.338829,127.523835,B
7156,4167032028,경기도,여주시,흥천면,하다리,37.345251,127.53527,B
7157,4167032029,경기도,여주시,흥천면,상백리,37.35917,127.554775,B
7158,4167032030,경기도,여주시,흥천면,귀백리,37.341882,127.554292,B
7159,4167032031,경기도,여주시,흥천면,율극리,37.330697,127.565951,B
7160,4167032032,경기도,여주시,흥천면,효지리,37.331646,127.545452,B
7161,4167032033,경기도,여주시,흥천면,대당리,37.320936,127.539944,B
7162,4167032034,경기도,여주시,흥천면,신근리,37.308232,127.556198,B
7163,4167033021,경기도,여주시,금사면,이포리,37.394404,127.532879,B
7164,4167033022,경기도,여주시,금사면,궁리,37.385616,127.521711,B
7165,4167033023,경기도,여주시,금사면,도곡리,37.37932,127.502404,B
7166,4167033024,경기도,여주시,금사면,장흥리,37.39095,127.488235,B
7167,4167033025,경기도,여주시,금사면,주록리,37.373866,127.468175,B
7168,4167033026,경기도,여주시,금사면,전북리,37.431904,127.510783,B
7169,4167033027,경기도,여주시,금사면,소유리,37.417492,127.493355,B
7170,4167033028,경기도,여주시,금사면,상호리,37.406306,127.480316,B
7171,4167033029,경기도,여주시,금사면,하호리,37.404349,127.503068,B
7172,4167033030,경기도,여주시,금사면,금사리,37.415084,127.518835,B
7173,4167033031,경기도,여주시,금사면,외평리,37.406265,127.527886,B
7174,4167034021,경기도,여주시,능서면,번도리,37.302145,127.585811,B
7175,4167034022,경기도,여주시,능서면,구양리,37.316241,127.583207,B
7176,4167034023,경기도,여주시,능서면,왕대리,37.314188,127.605071,B
7177,4167034024,경기도,여주시,능서면,백석리,37.332126,127.588339,B
7178,4167034025,경기도,여주시,능서면,내양리,37.344382,127.577262,B
7179,4167034026,경기도,여주시,능서면,용은리,37.286301,127.54666,B
7180,4167034027,경기도,여주시,능서면,매화리,37.27034,127.541396,B
7181,4167034028,경기도,여주시,능서면,양거리,37.256144,127.54023,B
7182,4167034029,경기도,여주시,능서면,마래리,37.264762,127.55799,B
7183,4167034030,경기도,여주시,능서면,광대리,37.264143,127.576771,B
7184,4167034031,경기도,여주시,능서면,오계리,37.268756,127.593346,B
7185,4167034032,경기도,여주시,능서면,매류리,37.277756,127.564131,B
7186,4167034033,경기도,여주시,능서면,신지리,37.292515,127.57722,B
7187,4167035021,경기도,여주시,대신면,후포리,37.358563,127.609094,B
7188,4167035022,경기도,여주시,대신면,당산리,37.358519,127.590787,B
7189,4167035023,경기도,여주시,대신면,가산리,37.346487,127.620569,B
7190,4167035024,경기도,여주시,대신면,천남리,37.337428,127.627528,B
7191,4167035025,경기도,여주시,대신면,하림리,37.358155,127.6393,B
7192,4167035026,경기도,여주시,대신면,상구리,37.37909,127.638746,B
7193,4167035027,경기도,여주시,대신면,장풍리,37.37901,127.615309,B
7194,4167035028,경기도,여주시,대신면,옥촌리,37.402933,127.617988,B
7195,4167035029,경기도,여주시,대신면,윤촌리,37.410919,127.607244,B
7196,4167035030,경기도,여주시,대신면,무촌리,37.391893,127.600778,B
7197,4167035031,경기도,여주시,대신면,도롱리,37.398746,127.591619,B
7198,4167035032,경기도,여주시,대신면,계림리,37.413831,127.594093,B
7199,4167035033,경기도,여주시,대신면,송촌리,37.407383,127.571405,B
7200,4167035034,경기도,여주시,대신면,천서리,37.404198,127.552064,B
7201,4167035035,경기도,여주시,대신면,당남리,37.390994,127.561382,B
7202,4167035036,경기도,여주시,대신면,보통리,37.37883,127.572464,B
7203,4167035037,경기도,여주시,대신면,율촌리,37.376264,127.586632,B
7204,4167035038,경기도,여주시,대신면,초현리,37.375148,127.59552,B
7205,4167035039,경기도,여주시,대신면,양촌리,37.370796,127.558229,B
7206,4167036021,경기도,여주시,북내면,당우리,37.330062,127.678802,B
7207,4167036022,경기도,여주시,북내면,신남리,37.323931,127.67194,B
7208,4167036023,경기도,여주시,북내면,외룡리,37.364228,127.668972,B
7209,4167036024,경기도,여주시,북내면,내룡리,37.377974,127.676681,B
7210,4167036025,경기도,여주시,북내면,상교리,37.392143,127.662986,B
7211,4167036026,경기도,여주시,북내면,주암리,37.401622,127.681532,B
7212,4167036027,경기도,여주시,북내면,서원리,37.398033,127.695209,B
7213,4167036028,경기도,여주시,북내면,석우리,37.381951,127.685002,B
7214,4167036029,경기도,여주시,북내면,덕산리,37.355904,127.68025,B
7215,4167036030,경기도,여주시,북내면,장암리,37.344703,127.688048,B
7216,4167036031,경기도,여주시,북내면,중암리,37.347018,127.713223,B
7217,4167036032,경기도,여주시,북내면,운촌리,37.33015,127.717926,B
7218,4167036033,경기도,여주시,북내면,신접리,37.326173,127.690701,B
7219,4167036034,경기도,여주시,북내면,지내리,37.31331,127.688901,B
7220,4167036035,경기도,여주시,북내면,가정리,37.300623,127.687398,B
7221,4167037021,경기도,여주시,강천면,간매리,37.27296,127.712636,B
7222,4167037022,경기도,여주시,강천면,걸은리,37.296636,127.708275,B
7223,4167037023,경기도,여주시,강천면,이호리,37.287864,127.689368,B
7224,4167037024,경기도,여주시,강천면,가야리,37.262861,127.694739,B
7225,4167037025,경기도,여주시,강천면,적금리,37.251384,127.697706,B
7226,4167037026,경기도,여주시,강천면,굴암리,37.240461,127.701295,B
7227,4167037027,경기도,여주시,강천면,강천리,37.240049,127.719974,B
7228,4167037028,경기도,여주시,강천면,부평리,37.278354,127.74349,B
7229,4167037029,경기도,여주시,강천면,도전리,37.337777,127.747238,B
7230,4167038021,경기도,여주시,산북면,상품리,37.398825,127.437843,B
7231,4167038022,경기도,여주시,산북면,송현리,37.384817,127.450665,B
7232,4167038023,경기도,여주시,산북면,후리,37.399675,127.452072,B
7233,4167038024,경기도,여주시,산북면,명품리,37.414044,127.446725,B
7234,4167038025,경기도,여주시,산북면,주어리,37.415122,127.426695,B
7235,4167038026,경기도,여주시,산북면,백자리,37.418617,127.455438,B
7236,4167038027,경기도,여주시,산북면,용담리,37.422191,127.471478,B
7237,4180025021,경기도,연천군,연천읍,차탄리,38.09752,127.074176,B
7238,4180025022,경기도,연천군,연천읍,현가리,38.109853,127.074294,B
7239,4180025023,경기도,연천군,연천읍,상리,38.135026,127.077527,B
7240,4180025024,경기도,연천군,연천읍,와초리,38.146959,127.0892,B
7241,4180025025,경기도,연천군,연천읍,옥산리,38.116011,127.085221,B
7242,4180025026,경기도,연천군,연천읍,읍내리,38.101991,127.062905,B
7243,4180025027,경기도,연천군,연천읍,동막리,38.088951,127.095327,B
7244,4180025028,경기도,연천군,연천읍,통현리,38.072427,127.079744,B
7245,4180025029,경기도,연천군,연천읍,고문리,38.064168,127.11353,B
7246,4180025321,경기도,연천군,전곡읍,전곡리,38.025067,127.070051,B
7247,4180025322,경기도,연천군,전곡읍,은대리,38.040285,127.065954,B
7248,4180025323,경기도,연천군,전곡읍,신답리,38.052305,127.107083,B
7249,4180025324,경기도,연천군,전곡읍,고능리,38.008903,127.049543,B
7250,4180025325,경기도,연천군,전곡읍,마포리,38.003945,126.999926,B
7251,4180025326,경기도,연천군,전곡읍,양원리,37.98415,127.029183,B
7252,4180025327,경기도,연천군,전곡읍,간파리,37.950181,127.00822,B
7253,4180025328,경기도,연천군,전곡읍,늘목리,37.951614,126.998888,B
7254,4180031021,경기도,연천군,군남면,진상리,38.064008,127.021956,B
7255,4180031022,경기도,연천군,군남면,옥계리,38.119861,127.050557,B
7256,4180031023,경기도,연천군,군남면,삼거리,38.084131,127.02362,B
7257,4180031024,경기도,연천군,군남면,왕림리,38.064963,127.052524,B
7258,4180031025,경기도,연천군,군남면,선곡리,38.098632,127.026587,B
7259,4180031026,경기도,연천군,군남면,황지리,38.038074,127.038206,B
7260,4180031027,경기도,연천군,군남면,남계리,38.025625,127.034296,B
7261,4180032021,경기도,연천군,청산면,초성리,37.991766,127.074406,B
7262,4180032022,경기도,연천군,청산면,대전리,38.007948,127.08826,B
7263,4180032023,경기도,연천군,청산면,장탄리,38.032142,127.088536,B
7264,4180032024,경기도,연천군,청산면,궁평리,38.03022,127.108018,B
7265,4180032025,경기도,연천군,청산면,백의리,38.023522,127.131475,B
7266,4180033021,경기도,연천군,백학면,두일리,38.032936,126.916501,B
7267,4180033022,경기도,연천군,백학면,백령리,38.035828,126.911063,B
7268,4180033023,경기도,연천군,백학면,통구리,38.011018,126.92126,B
7269,4180033024,경기도,연천군,백학면,전동리,38.009501,126.894794,B
7270,4180033025,경기도,연천군,백학면,노곡리,37.997039,126.922519,B
7271,4180033026,경기도,연천군,백학면,학곡리,37.988178,126.944952,B
7272,4180033027,경기도,연천군,백학면,구미리,38.006324,126.959682,B
7273,4180033028,경기도,연천군,백학면,두현리,38.030097,126.907153,B
7274,4180033046,경기도,연천군,백학면,석장리,38.052835,126.928077,B
7275,4180034021,경기도,연천군,미산면,동이리,38.019894,127.005192,B
7276,4180034022,경기도,연천군,미산면,아미리,38.028764,126.951934,B
7277,4180034023,경기도,연천군,미산면,백석리,38.051225,126.969831,B
7278,4180034024,경기도,연천군,미산면,유촌리,38.04906,126.990262,B
7279,4180034025,경기도,연천군,미산면,광동리,38.045557,126.94505,B
7280,4180034026,경기도,연천군,미산면,마전리,38.029551,126.985449,B
7281,4180034027,경기도,연천군,미산면,우정리,38.051355,127.011131,B
7282,4180034028,경기도,연천군,미산면,삼화리,38.015284,126.97614,B
7283,4180035021,경기도,연천군,왕징면,무등리,38.061141,127.008658,B
7284,4180035022,경기도,연천군,왕징면,노동리,38.070133,126.984063,B
7285,4180035023,경기도,연천군,왕징면,북삼리,38.09311,127.003228,B
7286,4180035024,경기도,연천군,왕징면,강내리,38.106086,126.99535,B
7287,4180035026,경기도,연천군,왕징면,동중리,38.072455,126.952702,B
7288,4180035029,경기도,연천군,왕징면,고잔하리,38.110132,126.958932,B
7289,4180036021,경기도,연천군,신서면,대광리,38.200581,127.122917,B
7290,4180036022,경기도,연천군,신서면,도신리,38.177482,127.104167,B
7291,4180036023,경기도,연천군,신서면,내산리,38.14718,127.13951,B
7292,4180036025,경기도,연천군,신서면,답곡리,38.180166,127.073924,B
7293,4180037021,경기도,연천군,중면,삼곶리,38.133776,127.022392,B
7294,4180037022,경기도,연천군,중면,횡산리,38.118057,126.985362,B
7295,4180037023,경기도,연천군,중면,중사리,38.130434,126.973256,B
7296,4180037026,경기도,연천군,중면,합수리,38.14033,127.044374,B
7297,4180038021,경기도,연천군,장남면,원당리,37.984671,126.880617,B
7298,4180038022,경기도,연천군,장남면,자작리,37.99112,126.864149,B
7299,4180038023,경기도,연천군,장남면,판부리,37.996641,126.875995,B
7300,4180038024,경기도,연천군,장남면,반정리,37.975175,126.826854,B
7301,4180038025,경기도,연천군,장남면,고랑포리,37.988501,126.853811,B
7302,4182025021,경기도,가평군,가평읍,읍내리,37.832668,127.512116,B
7303,4182025022,경기도,가평군,가평읍,대곡리,37.823477,127.511021,B
7304,4182025023,경기도,가평군,가평읍,달전리,37.810731,127.51989,B
7305,4182025024,경기도,가평군,가평읍,하색리,37.809956,127.488664,B
7306,4182025025,경기도,가평군,가평읍,상색리,37.799953,127.481411,B
7307,4182025026,경기도,가평군,가평읍,두밀리,37.817238,127.445363,B
7308,4182025027,경기도,가평군,가평읍,경반리,37.833291,127.489038,B
7309,4182025028,경기도,가평군,가평읍,승안리,37.848088,127.489341,B
7310,4182025029,경기도,가평군,가평읍,마장리,37.856197,127.509714,B
7311,4182025030,경기도,가평군,가평읍,개곡리,37.869672,127.552169,B
7312,4182025031,경기도,가평군,가평읍,이화리,37.790853,127.511891,B
7313,4182025032,경기도,가평군,가평읍,산유리,37.755243,127.507424,B
7314,4182025033,경기도,가평군,가평읍,복장리,37.738609,127.50373,B
7315,4182025034,경기도,가평군,가평읍,금대리,37.757186,127.532969,B
7316,4182031021,경기도,가평군,설악면,신천리,37.674513,127.490505,B
7317,4182031022,경기도,가평군,설악면,선촌리,37.683191,127.487304,B
7318,4182031023,경기도,가평군,설악면,회곡리,37.695343,127.453227,B
7319,4182031024,경기도,가평군,설악면,사룡리,37.696054,127.487646,B
7320,4182031025,경기도,가평군,설악면,송산리,37.704883,127.525282,B
7321,4182031026,경기도,가평군,설악면,미사리,37.708728,127.542058,B
7322,4182031027,경기도,가평군,설악면,위곡리,37.667031,127.524225,B
7323,4182031028,경기도,가평군,설악면,창의리,37.668475,127.50598,B
7324,4182031029,경기도,가평군,설악면,엄소리,37.645819,127.498578,B
7325,4182031030,경기도,가평군,설악면,설곡리,37.621199,127.523652,B
7326,4182031031,경기도,가평군,설악면,묵안리,37.602653,127.527953,B
7327,4182031032,경기도,가평군,설악면,가일리,37.597917,127.497497,B
7328,4182031033,경기도,가평군,설악면,방일리,37.622505,127.494937,B
7329,4182031034,경기도,가평군,설악면,천안리,37.639179,127.479044,B
7330,4182031035,경기도,가평군,설악면,이천리,37.657658,127.446175,B
7331,4182032521,경기도,가평군,청평면,청평리,37.736316,127.41956,B
7332,4182032522,경기도,가평군,청평면,상천리,37.778058,127.452772,B
7333,4182032523,경기도,가평군,청평면,하천리,37.753393,127.434083,B
7334,4182032524,경기도,가평군,청평면,대성리,37.702712,127.383442,B
7335,4182032525,경기도,가평군,청평면,호명리,37.722084,127.462633,B
7336,4182032526,경기도,가평군,청평면,고성리,37.711222,127.498848,B
7337,4182032527,경기도,가평군,청평면,삼회리,37.681532,127.390418,B
7338,4182033021,경기도,가평군,상면,연하리,37.797892,127.350961,B
7339,4182033022,경기도,가평군,상면,항사리,37.789416,127.365184,B
7340,4182033023,경기도,가평군,상면,행현리,37.76447,127.359304,B
7341,4182033024,경기도,가평군,상면,임초리,37.766164,127.373159,B
7342,4182033025,경기도,가평군,상면,덕현리,37.764823,127.396591,B
7343,4182033026,경기도,가평군,상면,태봉리,37.801414,127.335493,B
7344,4182033027,경기도,가평군,상면,상동리,37.78705,127.309034,B
7345,4182033028,경기도,가평군,상면,율길리,37.831031,127.291696,B
7346,4182033029,경기도,가평군,상면,봉수리,37.852494,127.295592,B
7347,4182033030,경기도,가평군,상면,원흥리,37.817173,127.322733,B
7348,4182034521,경기도,가평군,조종면,현리,37.820338,127.348016,B
7349,4182034522,경기도,가평군,조종면,신상리,37.845477,127.347001,B
7350,4182034524,경기도,가평군,조종면,상판리,37.901277,127.376223,B
7351,4182034525,경기도,가평군,조종면,신하리,37.82939,127.362248,B
7352,4182034526,경기도,가평군,조종면,마일리,37.842161,127.383585,B
7353,4182034527,경기도,가평군,조종면,대보리,37.808289,127.373136,B
7354,4182034528,경기도,가평군,조종면,운악리,37.869441,127.355166,B
7355,4182035021,경기도,가평군,북면,목동리,37.897788,127.564897,B
7356,4182035022,경기도,가평군,북면,소법리,37.90368,127.555707,B
7357,4182035023,경기도,가평군,북면,화악리,37.944047,127.555222,B
7358,4182035024,경기도,가평군,북면,도대리,37.941614,127.482928,B
7359,4182035025,경기도,가평군,북면,적목리,37.975871,127.437552,B
7360,4182035026,경기도,가평군,북면,백둔리,37.905267,127.46058,B
7361,4182035027,경기도,가평군,북면,제령리,37.897012,127.526534,B
7362,4182035028,경기도,가평군,북면,이곡리,37.878589,127.53393,B
7363,4183025021,경기도,양평군,양평읍,양근리,37.491515,127.491608,B
7364,4183025022,경기도,양평군,양평읍,오빈리,37.506421,127.47199,B
7365,4183025023,경기도,양평군,양평읍,신애리,37.515318,127.490544,B
7366,4183025024,경기도,양평군,양평읍,덕평리,37.505972,127.493966,B
7367,4183025025,경기도,양평군,양평읍,공흥리,37.495036,127.502488,B
7368,4183025026,경기도,양평군,양평읍,백안리,37.501936,127.521042,B
7369,4183025027,경기도,양평군,양평읍,도곡리,37.483403,127.523803,B
7370,4183025028,경기도,양평군,양평읍,대흥리,37.488325,127.542712,B
7371,4183025029,경기도,양평군,양평읍,봉성리,37.475227,127.548088,B
7372,4183025030,경기도,양평군,양평읍,원덕리,37.467789,127.549133,B
7373,4183025031,경기도,양평군,양평읍,회현리,37.464869,127.511296,B
7374,4183025032,경기도,양평군,양평읍,창대리,37.479305,127.505529,B
7375,4183031021,경기도,양평군,강상면,병산리,37.490044,127.463278,B
7376,4183031022,경기도,양평군,강상면,송학리,37.476015,127.465898,B
7377,4183031023,경기도,양평군,강상면,교평리,37.472955,127.487221,B
7378,4183031024,경기도,양평군,강상면,신화리,37.467971,127.475147,B
7379,4183031025,경기도,양평군,강상면,화양리,37.459757,127.484684,B
7380,4183031026,경기도,양평군,강상면,세월리,37.440266,127.491145,B
7381,4183031027,경기도,양평군,강상면,대석리,37.430542,127.47201,B
7382,4183032021,경기도,양평군,강하면,운심리,37.492949,127.401174,B
7383,4183032022,경기도,양평군,강하면,왕창리,37.48,127.395683,B
7384,4183032023,경기도,양평군,강하면,동오리,37.461676,127.394478,B
7385,4183032024,경기도,양평군,강하면,항금리,37.446747,127.399997,B
7386,4183032025,경기도,양평군,강하면,성덕리,37.466815,127.417649,B
7387,4183032026,경기도,양평군,강하면,전수리,37.495728,127.426189,B
7388,4183033021,경기도,양평군,양서면,양수리,37.548021,127.321505,B
7389,4183033022,경기도,양평군,양서면,용담리,37.545587,127.328511,B
7390,4183033023,경기도,양평군,양서면,부용리,37.555855,127.348661,B
7391,4183033024,경기도,양평군,양서면,목왕리,37.555721,127.375283,B
7392,4183033025,경기도,양평군,양서면,신원리,37.533495,127.379173,B
7393,4183033026,경기도,양평군,양서면,도곡리,37.521255,127.387569,B
7394,4183033027,경기도,양평군,양서면,대심리,37.504566,127.401735,B
7395,4183033028,경기도,양평군,양서면,국수리,37.518352,127.400286,B
7396,4183033029,경기도,양평군,양서면,복포리,37.515069,127.414987,B
7397,4183033030,경기도,양평군,양서면,청계리,37.532258,127.412794,B
7398,4183033031,경기도,양평군,양서면,증동리,37.534643,127.420791,B
7399,4183034021,경기도,양평군,옥천면,옥천리,37.520174,127.463809,B
7400,4183034022,경기도,양평군,옥천면,용천리,37.539961,127.495394,B
7401,4183034023,경기도,양평군,옥천면,신복리,37.544491,127.46103600000001,B
7402,4183034024,경기도,양평군,옥천면,아신리,37.518303,127.442989,B
7403,4183035021,경기도,양평군,서종면,문호리,37.606804,127.357409,B
7404,4183035022,경기도,양평군,서종면,도장리,37.604809,127.387161,B
7405,4183035023,경기도,양평군,서종면,수능리,37.589161,127.386222,B
7406,4183035024,경기도,양평군,서종면,서후리,37.574286,127.418871,B
7407,4183035025,경기도,양평군,서종면,정배리,37.602836,127.423606,B
7408,4183035026,경기도,양평군,서종면,명달리,37.624326,127.442904,B
7409,4183035027,경기도,양평군,서종면,노문리,37.640174,127.427959,B
7410,4183035028,경기도,양평군,서종면,수입리,37.641422,127.390085,B
7411,4183036021,경기도,양평군,단월면,보룡리,37.537913,127.670354,B
7412,4183036022,경기도,양평군,단월면,삼가리,37.515492,127.672117,B
7413,4183036023,경기도,양평군,단월면,봉상리,37.51944,127.650756,B
7414,4183036024,경기도,양평군,단월면,향소리,37.564351,127.653305,B
7415,4183036025,경기도,양평군,단월면,덕수리,37.552962,127.677905,B
7416,4183036026,경기도,양평군,단월면,부안리,37.572482,127.670647,B
7417,4183036027,경기도,양평군,단월면,명성리,37.616117,127.656496,B
7418,4183036028,경기도,양평군,단월면,석산리,37.635657,127.597542,B
7419,4183036029,경기도,양평군,단월면,산음리,37.601748,127.597116,B
7420,4183037021,경기도,양평군,청운면,용두리,37.553035,127.714246,B
7421,4183037022,경기도,양평군,청운면,여물리,37.560623,127.702695,B
7422,4183037023,경기도,양평군,청운면,비룡리,37.535422,127.689653,B
7423,4183037024,경기도,양평군,청운면,가현리,37.533399,127.71532,B
7424,4183037025,경기도,양평군,청운면,갈운리,37.535163,127.762258,B
7425,4183037026,경기도,양평군,청운면,도원리,37.552938,127.790924,B
7426,4183037027,경기도,양평군,청운면,신론리,37.566213,127.776892,B
7427,4183037028,경기도,양평군,청운면,삼성리,37.576129,127.742305,B
7428,4183037029,경기도,양평군,청운면,다대리,37.567965,127.724493,B
7429,4183038021,경기도,양평군,양동면,쌍학리,37.415254,127.750509,B
7430,4183038022,경기도,양평군,양동면,석곡리,37.436948,127.747232,B
7431,4183038023,경기도,양평군,양동면,매월리,37.43937,127.721174,B
7432,4183038024,경기도,양평군,양동면,고송리,37.490046,127.700099,B
7433,4183038025,경기도,양평군,양동면,금왕리,37.4724,127.735535,B
7434,4183038026,경기도,양평군,양동면,계정리,37.455813,127.770889,B
7435,4183038027,경기도,양평군,양동면,삼산리,37.403262,127.769897,B
7436,4183038028,경기도,양평군,양동면,단석리,37.395163,127.730791,B
7437,4183039521,경기도,양평군,지평면,지평리,37.474574,127.637529,B
7438,4183039522,경기도,양평군,지평면,송현리,37.488371,127.627775,B
7439,4183039523,경기도,양평군,지평면,월산리,37.485776,127.652302,B
7440,4183039524,경기도,양평군,지평면,망미리,37.45057,127.655714,B
7441,4183039525,경기도,양평군,지평면,무왕리,37.449301,127.670586,B
7442,4183039526,경기도,양평군,지평면,일신리,37.431734,127.688469,B
7443,4183039527,경기도,양평군,지평면,대평리,37.424546,127.634312,B
7444,4183039528,경기도,양평군,지평면,곡수리,37.418815,127.61396,B
7445,4183039529,경기도,양평군,지평면,수곡리,37.43097,127.596079,B
7446,4183039530,경기도,양평군,지평면,옥현리,37.442391,127.62203,B
