시군구,평수,단지명,평단가,계약년월
강원도 강릉시 견소동,18.12121212121212,송정한신,1103.6789297658863,202201
강원도 강릉시 견소동,13.145454545454546,송정한신,981.3278008298754,202201
강원도 강릉시 견소동,25.74090909090909,송정한신,1037.2594031432104,202201
강원도 강릉시 견소동,25.754545454545454,송정해변신도브래뉴아파트,1358.9834098129193,202201
강원도 강릉시 견소동,18.17878787878788,송정해변신도브래뉴아파트,1358.726454409068,202201
강원도 강릉시 견소동,25.754545454545454,송정해변신도브래뉴아파트,1339.569361101306,202201
강원도 강릉시 견소동,25.754545454545454,송정해변신도브래뉴아파트,1494.881750794211,202201
강원도 강릉시 교동,25.75648484848485,강릉교동풍림아이원아파트,1688.8950590848553,202201
강원도 강릉시 교동,25.70909090909091,교동1주공,1322.4893917963225,202201
강원도 강릉시 교동,25.70909090909091,교동1주공,1509.1937765205091,202201
강원도 강릉시 교동,18.14848484848485,교동1주공,1432.626481883453,202201
강원도 강릉시 교동,18.14848484848485,교동1주공,1432.626481883453,202201
강원도 강릉시 교동,18.133333333333336,교동3주공,1549.6323529411761,202201
강원도 강릉시 교동,18.103030303030305,교동3주공,1601.9417475728153,202201
강원도 강릉시 교동,18.133333333333336,교동3주공,1494.4852941176468,202201
강원도 강릉시 교동,18.103030303030305,교동3주공,1513.5587546032807,202201
강원도 강릉시 교동,18.103030303030305,교동3주공,1513.5587546032807,202201
강원도 강릉시 교동,18.103030303030305,교동3주공,1679.276866421158,202201
강원도 강릉시 교동,18.13939393939394,교동3주공,1708.9876378215836,202201
강원도 강릉시 교동,15.654545454545454,교동임대,542.9732868757259,202201
강원도 강릉시 교동,14.727272727272728,매화임대,611.1111111111111,202201
강원도 강릉시 교동,14.727272727272728,매화임대,733.3333333333333,202201
강원도 강릉시 교동,14.727272727272728,매화임대,848.7654320987654,202201
강원도 강릉시 교동,15.127272727272729,부영1,1189.903846153846,202201
강원도 강릉시 교동,25.736363636363638,부영3차,1282.2324267043446,202201
강원도 강릉시 교동,18.17787878787879,부영6,1347.792021604681,202201
강원도 강릉시 교동,8.40909090909091,서일2,654.054054054054,202201
강원도 강릉시 교동,25.751515151515154,한신,1130.0305954342198,202201
강원도 강릉시 내곡동,7.513636363636365,강부2,519.0562613430127,202201
강원도 강릉시 내곡동,12.478787878787879,강부2,460.78193297717337,202201
강원도 강릉시 내곡동,12.478787878787879,강부2,456.7751335599806,202201
강원도 강릉시 내곡동,7.513636363636365,강부2,625.5293405928613,202201
강원도 강릉시 내곡동,7.513636363636365,강부2,672.1113127646702,202201
강원도 강릉시 내곡동,21.821212121212124,남산삼익,687.404527149007,202201
강원도 강릉시 내곡동,17.8,남산삼익,966.2921348314607,202201
강원도 강릉시 내곡동,11.909090909090908,내곡주공,566.793893129771,202201
강원도 강릉시 내곡동,18.172727272727272,내곡한라,935.4677338669335,202201
강원도 강릉시 내곡동,18.172727272727272,내곡한라,973.9869934967484,202201
강원도 강릉시 내곡동,39.21515151515152,삼익타워맨션,624.7585194343559,202201
강원도 강릉시 노암동,18.18,노암3한라,924.0924092409241,202201
